# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:O40931	uniprotkb:D0UZT1	uniprotkb:Q2HR93|intact:EBI-2608673|uniprotkb:O40931	intact:EBI-2649381|uniprotkb:D0UZT1	psi-mi:o40931_hhv8(display_short)|uniprotkb:HHV8GK18_gp43(orf name)|uniprotkb:ORF39(gene name)	psi-mi:d0uzt1_hhv8(display_short)|uniprotkb:HHV8GK18_gp72(orf name)|uniprotkb:ORF64(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2649377|imex:IM-12215-111	intact-miscore:0.4
uniprotkb:Q76RF6	uniprotkb:D0UZT1	uniprotkb:Q2HR66|intact:EBI-2608615|uniprotkb:Q76RF6	intact:EBI-2649381|uniprotkb:D0UZT1	psi-mi:q76rf6_hhv8(display_short)|uniprotkb:HHV8GK18_gp69(orf name)|uniprotkb:ORF62(gene name)	psi-mi:d0uzt1_hhv8(display_short)|uniprotkb:HHV8GK18_gp72(orf name)|uniprotkb:ORF64(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2649401|imex:IM-12215-114	intact-miscore:0.4
uniprotkb:D0UZT1	uniprotkb:D0UZU4	intact:EBI-2649381|uniprotkb:D0UZT1	intact:EBI-2608638|uniprotkb:D0UZU4	psi-mi:d0uzt1_hhv8(display_short)|uniprotkb:HHV8GK18_gp72(orf name)|uniprotkb:ORF64(gene name)	psi-mi:d0uzu4_hhv8(display_short)|uniprotkb:HHV8GK18_gp86(orf name)|uniprotkb:ORF75(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2649470|imex:IM-12215-120	intact-miscore:0.4
uniprotkb:D0UZT1	uniprotkb:D0UZT1	intact:EBI-2649381|uniprotkb:D0UZT1	intact:EBI-2649381|uniprotkb:D0UZT1	psi-mi:d0uzt1_hhv8(display_short)|uniprotkb:HHV8GK18_gp72(orf name)|uniprotkb:ORF64(gene name)	psi-mi:d0uzt1_hhv8(display_short)|uniprotkb:HHV8GK18_gp72(orf name)|uniprotkb:ORF64(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2649476|imex:IM-12215-121	intact-miscore:0.4
uniprotkb:Q76RG7	uniprotkb:Q98142	uniprotkb:Q2HR86|intact:EBI-2608583|uniprotkb:Q76RG7	uniprotkb:Q2HRB0|intact:EBI-2608652|uniprotkb:Q98142	psi-mi:q76rg7_hhv8(display_short)|uniprotkb:ORF47(gene name synonym)|uniprotkb:HHV8GK18_gp49(orf name)|uniprotkb:ORF46(gene name)	psi-mi:q98142_hhv8(display_short)|uniprotkb:HHV8GK18_gp26(orf name)|uniprotkb:ORF22(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hahn A. et al.(2009)	intact:EBI-8842369|pubmed:18945775	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-8842391	intact-miscore:0.46
uniprotkb:Q98142	uniprotkb:Q76RG7	uniprotkb:Q2HRB0|intact:EBI-2608652|uniprotkb:Q98142	uniprotkb:Q2HR86|intact:EBI-2608583|uniprotkb:Q76RG7	psi-mi:q98142_hhv8(display_short)|uniprotkb:HHV8GK18_gp26(orf name)|uniprotkb:ORF22(gene name)	psi-mi:q76rg7_hhv8(display_short)|uniprotkb:ORF47(gene name synonym)|uniprotkb:HHV8GK18_gp49(orf name)|uniprotkb:ORF46(gene name)	psi-mi:"MI:0663"(confocal microscopy)	Hahn A. et al.(2009)	intact:EBI-8842369|pubmed:18945775	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0486"(UniProt)	intact:EBI-8842522	intact-miscore:0.46
uniprotkb:O40942	uniprotkb:Q77UV9	intact:EBI-2608626|uniprotkb:O40942	uniprotkb:Q2HR88|intact:EBI-2608731|uniprotkb:Q77UV9	psi-mi:o40942_hhv8(display_short)	psi-mi:q77uv9_hhv8(display_short)|uniprotkb:ORF45(gene name synonym)|uniprotkb:HHV8GK18_gp51(orf name)|uniprotkb:KIE-2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2608990|imex:IM-12215-73	intact-miscore:0.51
uniprotkb:O40942	uniprotkb:D0UZU4	intact:EBI-2608626|uniprotkb:O40942	intact:EBI-2608638|uniprotkb:D0UZU4	psi-mi:o40942_hhv8(display_short)	psi-mi:d0uzu4_hhv8(display_short)|uniprotkb:HHV8GK18_gp86(orf name)|uniprotkb:ORF75(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2609054|imex:IM-12215-89	intact-miscore:0.51
uniprotkb:O40931	uniprotkb:O40942	uniprotkb:Q2HR93|intact:EBI-2608673|uniprotkb:O40931	intact:EBI-2608626|uniprotkb:O40942	psi-mi:o40931_hhv8(display_short)|uniprotkb:HHV8GK18_gp43(orf name)|uniprotkb:ORF39(gene name)	psi-mi:o40942_hhv8(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2609062|imex:IM-12215-91	intact-miscore:0.51
uniprotkb:O40942	uniprotkb:Q77UV9	intact:EBI-2608626|uniprotkb:O40942	uniprotkb:Q2HR88|intact:EBI-2608731|uniprotkb:Q77UV9	psi-mi:o40942_hhv8(display_short)	psi-mi:q77uv9_hhv8(display_short)|uniprotkb:ORF45(gene name synonym)|uniprotkb:HHV8GK18_gp51(orf name)|uniprotkb:KIE-2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2609347|imex:IM-12215-100	intact-miscore:0.51
uniprotkb:O40944	uniprotkb:P88947	intact:MINT-2824562|uniprotkb:Q2HR60|intact:EBI-7922129|uniprotkb:O40944	intact:MINT-2824443|intact:EBI-7921957|uniprotkb:P88947	psi-mi:o40944_hhv8(display_short)|uniprotkb:HHV8GK18_gp73(orf name)|uniprotkb:ORF67A(gene name)	psi-mi:p88947_hhv8(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Uetz P. et al.(2006)	intact:EBI-7921820|doi:10.1126/science.1116804|mint:MINT-2824375|mint:MINT-5218089|pubmed:16339411	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:435895(humhe-2)|taxid:435895(Human herpesvirus 8 type M)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7931593|mint:MINT-2825919	intact-miscore:0.51
uniprotkb:Q76RF6	uniprotkb:O40942	uniprotkb:Q2HR66|intact:EBI-2608615|uniprotkb:Q76RF6	intact:EBI-2608626|uniprotkb:O40942	psi-mi:q76rf6_hhv8(display_short)|uniprotkb:HHV8GK18_gp69(orf name)|uniprotkb:ORF62(gene name)	psi-mi:o40942_hhv8(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2609046|imex:IM-12215-87	intact-miscore:0.51
uniprotkb:O40942	uniprotkb:D0UZU4	intact:EBI-2608626|uniprotkb:O40942	intact:EBI-2608638|uniprotkb:D0UZU4	psi-mi:o40942_hhv8(display_short)	psi-mi:d0uzu4_hhv8(display_short)|uniprotkb:HHV8GK18_gp86(orf name)|uniprotkb:ORF75(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Rozen R. et al.(2008)	intact:EBI-2637378|pubmed:18321973|imex:IM-12215	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-2609260|imex:IM-12215-98	intact-miscore:0.51
uniprotkb:O40944	uniprotkb:Q98141	intact:MINT-2824562|uniprotkb:Q2HR60|intact:EBI-7922129|uniprotkb:O40944	uniprotkb:Q98141|intact:EBI-7922007|intact:MINT-2824477|uniprotkb:O12570	psi-mi:o40944_hhv8(display_short)|uniprotkb:HHV8GK18_gp73(orf name)|uniprotkb:ORF67A(gene name)	psi-mi:q98141_hhv8(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Uetz P. et al.(2006)	intact:EBI-7921820|doi:10.1126/science.1116804|mint:MINT-2824375|mint:MINT-5218089|pubmed:16339411	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:435895(humhe-2)|taxid:435895(Human herpesvirus 8 type M)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7930130|mint:MINT-2825414	intact-miscore:0.4
uniprotkb:O40944	uniprotkb:P88919	intact:MINT-2824562|uniprotkb:Q2HR60|intact:EBI-7922129|uniprotkb:O40944	uniprotkb:P88919|intact:EBI-7922158|intact:MINT-2824579	psi-mi:o40944_hhv8(display_short)|uniprotkb:HHV8GK18_gp73(orf name)|uniprotkb:ORF67A(gene name)	psi-mi:p88919_hhv8(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Uetz P. et al.(2006)	intact:EBI-7921820|doi:10.1126/science.1116804|mint:MINT-2824375|mint:MINT-5218089|pubmed:16339411	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:435895(humhe-2)|taxid:435895(Human herpesvirus 8 type M)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7930411|mint:MINT-2825563	intact-miscore:0.4
